"","V1","V2","V3","V4","V5"
"1",0.847037085002754,0.53153303028876,0.575161815406289,0.61947294310946,0.803347810289124
"2",0.658029399426654,0.704743813783396,0.107398794388864,0.432923855657224,0.703932175009279
"3",0.781990235437639,0.279475068010157,0.193664758305764,0.729671416886384,0.422290459447075
"4",0.449308102424257,0.796089412047295,0.836285015433561,0.748647802437656,0.810190380038228
"5",0.682241864400683,0.75850634509488,0.884956867863657,0.250223162287613,0.857325756611303
"6",0.628658377420157,0.218212259846274,0.833858097679447,0.640375791141298,0.327759649692103
"7",0.706938404813642,0.715093838215573,0.228932917738566,0.276948312063469,0.815253067940474
"8",0.823107016443508,0.111615266948007,0.183298911253223,0.192455668838928,0.379021931412863
"9",0.752217891355278,0.834450304084457,0.904253646767698,0.77892052268167,0.82799035965628
"10",0.711673733551754,0.662219244318083,0.188706645549741,0.507155557200545,0.556531563379802
"11",0.82721925324644,0.643481199105503,0.366157406389713,0.57818668096629,0.132309906801442
"12",0.354315786285559,0.480845397180878,0.515514245263301,0.129242367462022,0.66483031156729
"13",0.440437651274493,0.376851645811461,0.309950004509417,0.210591713311151,0.746639102846617
"14",0.368653917717282,0.646129236756125,0.496090806837892,0.596232705320464,0.235754581973422
"15",0.286398072921438,0.40980216463632,0.516988679029979,0.816653694662265,0.500868713051314
"16",0.408249308401486,0.177285123103065,0.661763608033769,0.360050749468617,0.214238665588666
"17",0.613076708207605,0.808407481273636,0.33552739131311,0.798076528959442,0.585582178007579
"18",0.164630561646773,0.735209146425128,0.774693543069297,0.811741238669958,0.252724263413111
"19",0.11303620834928,0.375388819478219,0.568861944726901,0.817199691788061,0.281579045745544
"20",0.672227088196203,0.686283484471962,0.857612545559416,0.410887510561617,0.291020893105073
"21",0.392065037030494,0.500194132172503,0.131630059509771,0.393158421711065,0.182935514304321
"22",0.148353897649795,0.685277912293328,0.292038203331875,0.181369961907389,0.863665406539803
"23",0.594560931619955,0.22498190782452,0.399815200343961,0.208510705297114,0.707997333669802
"24",0.72868697111425,0.251838139374973,0.280305660724407,0.328801473215455,0.274375613215845
"25",0.797209590502083,0.205985738203628,0.383997119608102,0.457703482569195,0.496381310205208
"26",0.349860959189478,0.229686587297823,0.714845988594694,0.855316361899953,0.588428203433054
"27",0.738960825174348,0.657198676206172,0.350974611767801,0.792065913234605,0.790185174399521
"28",0.365114621023415,0.193889454880962,0.806020065949764,0.220805616453756,0.382778810149059
"29",0.381788011110388,0.711635205617175,0.672007727470947,0.377232820357895,0.73255502447905
"30",0.398237643005792,0.303231575867394,0.464455350728706,0.100987707215361,0.611514659278095
"31",0.441863563026534,0.519503488671035,0.6815456585926,0.789556745353621,0.381162525777239
"32",0.324302583558252,0.138305739591829,0.751775462412043,0.31420361079229,0.579920654440532
"33",0.647387519026408,0.822843545485521,0.160918187974719,0.3894437119863,0.800583822558867
"34",0.536559467419284,0.870981118748197,0.574876791978255,0.224158443879103,0.751745935821207
"35",0.319998618291691,0.76769488355401,0.633099776891759,0.254608787636738,0.434562908429187
"36",0.577555387942353,0.664223476802697,0.56643607200426,0.829907356422162,0.337904740316095
"37",0.881203195095062,0.180119591234019,0.567013315663673,0.857741072567878,0.88087871358078
"38",0.725419010010082,0.363611568317749,0.152354602487525,0.806698865072336,0.642029380701715
"39",0.837282052854309,0.257410334554967,0.744603269783314,0.182289789387025,0.170351590652717
"40",0.454082385631045,0.589999727658229,0.648524469611235,0.553788010946242,0.616217258116463
"41",0.477952068746788,0.517493599287933,0.484201230158564,0.46439736764878,0.877056961123599
"42",0.680721764686285,0.82432073563803,0.381403694495559,0.19071312531014,0.262696229930734
"43",0.809830344438087,0.185083302748855,0.104683294953546,0.330277068893425,0.590694089301163
"44",0.262435702973977,0.196111958902562,0.666024297096999,0.637776911021909,0.23343233592459
"45",0.458207181818085,0.291076791622909,0.802135362773435,0.708471350737149,0.651974281072151
"46",0.704122943593422,0.522674758676905,0.497691846176516,0.455097964097513,0.406831464292016
"47",0.50552447748743,0.632305591725511,0.189505397197092,0.0966336897243746,0.430170625521103
"48",0.138007503536064,0.536660193536896,0.456779031790793,0.19793787869229,0.211322688472224
"49",0.721698013214394,0.884254873675061,0.351714667413617,0.607675611065235,0.189488563148305
"50",0.284240366298472,0.781669803333236,0.91331204441539,0.332896253349492,0.779697438897332
"51",0.552429785037413,0.723579189370153,0.705093467992963,0.58302975711599,0.391975748788565
"52",0.849352278874023,0.827441120137693,0.142431000075769,0.613704759366345,0.254857430268312
"53",0.532690300204326,0.481638943069382,0.821673843999859,0.479637020539958,0.160073826163076
"54",0.748173538427101,0.85737360085547,0.126177821299992,0.36726214862545,0.343914309433894
"55",0.173440575299785,0.489247289943043,0.87669836343592,0.618826018383959,0.435347427767934
"56",0.88846776214405,0.650042572876671,0.217245231892681,0.384456711996347,0.451684899493121
"57",0.348979630750604,0.0977893308915664,0.79352153371321,0.723453069906682,0.791198230908718
"58",0.296056241135346,0.709407214063453,0.255321580367163,0.890044587003533,0.248632251488278
"59",0.311480080821319,0.19702584481542,0.736327990147285,0.529591310047777,0.562310459970497
"60",0.650967849265784,0.783402525437297,0.24176206998108,0.795568725038786,0.361342532213544
"61",0.891739438808989,0.329564658237621,0.510366287638666,0.761472780224169,0.547375414086739
"62",0.335546987461858,0.318306710106554,0.697085546994116,0.435642182597658,0.149912950983504
"63",0.825762227243045,0.558036361359991,0.589304214165779,0.715567131791497,0.839416538391961
"64",0.210007244846784,0.818645331711043,0.21613343184418,0.140630281171529,0.691999869214836
"65",0.12951574757765,0.173112618998392,0.883543252172181,0.670708105224883,0.798896491267253
"66",0.79915110692149,0.39811633590213,0.143640811658232,0.627547008263646,0.883252984181745
"67",0.941718403974082,0.830555125702638,0.486430783309275,0.775121748040896,0.501690875430359
"68",0.709131818060763,0.194671382755972,0.370049517319771,0.825007945813006,0.750604761239607
"69",0.726528902738821,0.282521332301665,0.261776565228356,0.536659842815483,0.655973128327401
"70",0.422872671007412,0.53995028749737,0.130356543754693,0.808453724354971,0.671082092733122
"71",0.535348028862849,0.749817751217401,0.588040749502135,0.423314613094088,0.84661814056919
"72",0.253734924141318,0.442079772041878,0.825157202609349,0.738742899125209,0.760157003635541
"73",0.688691197996261,0.188481519916095,0.476594901486998,0.257048314955086,0.0973005989112426
"74",0.466036042037653,0.278533662295435,0.534878405411262,0.866654818441253,0.290226622779854
"75",0.405064435627777,0.306610136027681,0.912711602967931,0.346411641806597,0.31499559128494
"76",0.111478495262098,0.829314307129011,0.144067202261183,0.586350601958577,0.763440167790744
"77",0.803511570622679,0.599958808179945,0.891267444137251,0.471048142327927,0.129173538965173
"78",0.559652376528596,0.622295010267058,0.417891346450895,0.568259442619979,0.378692010217812
"79",0.360906987349736,0.760527285077144,0.854604286848567,0.399169292442268,0.172352837891318
"80",0.773800956703955,0.158730708342511,0.18026464351872,0.528931333553744,0.474562192009529
"81",0.222474264918827,0.561100691304309,0.270919137617108,0.638979531120043,0.27804386206693
"82",0.843497603057651,0.457469153055688,0.819162537499564,0.714517538754968,0.192333854589146
"83",0.372491391738178,0.901551557565108,0.178240002113394,0.832214765914716,0.773069435002282
"84",0.873711860028794,0.386753137797117,0.452330900493544,0.364515750312479,0.332135350744938
"85",0.30948443734576,0.380982925649267,0.262057741421973,0.659134563263506,0.635443664936116
"86",0.880506195956143,0.764968948126538,0.704119347859873,0.460677718000254,0.352568077660631
"87",0.740220542629249,0.551280328861205,0.728836133828619,0.199024852597155,0.885090209742077
"88",0.900565688172588,0.540192681181943,0.644392766718054,0.195275134155294,0.350218975711614
"89",0.16744097480108,0.36139968312229,0.690605465136701,0.403365376333706,0.797565858592512
"90",0.187305836472893,0.466803010054398,0.175556879764423,0.515335019342834,0.826216216204222
"91",0.601514169401489,0.78201436269423,0.136549495432992,0.485809847171186,0.0803848595023155
"92",0.234000828159507,0.856051389692817,0.392713828266831,0.446153098205337,0.34789775375044
"93",0.50456191348331,0.345111366248922,0.44206647873926,0.709332765622763,0.554600491105579
"94",0.664579290023074,0.584935345916078,0.20330435957131,0.861207716272445,0.527265494373161
"95",0.698024211021839,0.858061863874085,0.612616702970816,0.840761015088297,0.431245960339671
"96",0.871608572864439,0.104726215766044,0.258706773271551,0.41630133430264,0.289804917763919
"97",0.68753730219882,0.287729123193072,0.546953895316226,0.707562728943536,0.295780583251035
"98",0.865306313691661,0.353875427447958,0.58737759776134,0.340166262576124,0.678894319973187
"99",0.844518955949927,0.843628888680367,0.804008573289495,0.498385158649646,0.106089366424829
"100",0.382629128076369,0.887127088841749,0.303751128698001,0.436164784462191,0.878092370419297
"101",0.165735017464729,0.624768089672318,0.671635369452648,0.398764408470597,0.856951975666219
"102",0.902327128411504,0.356064074983587,0.390747082608286,0.125544440944213,0.86906028107577
"103",0.109327544921311,0.399397059392417,0.498432119909208,0.395937438004883,0.22801306908438
"104",0.434512305218959,0.433305565943243,0.436399509811541,0.397522458213847,0.654416395707754
"105",0.474052490434144,0.793038536723005,0.354703908967087,0.639256451735971,0.19908603695943
"106",0.811495012395317,0.41727807414718,0.212494175058324,0.177841637277277,0.578608869594755
"107",0.178771675221622,0.374145119045163,0.412773628406227,0.178428648197325,0.915947189250262
"108",0.400298711275915,0.444458801931003,0.544378947831923,0.648386175986845,0.114774267904926
"109",0.176672545576934,0.875920192855177,0.168818689891836,0.370740361229982,0.401920494475402
"110",0.627302607151214,0.240889525128528,0.393296186801512,0.148389699842082,0.402640211715363
"111",0.646562300960533,0.195019976787036,0.570731032695156,0.309276577517157,0.504270375462482
"112",0.228205674347468,0.803843270928832,0.911895501216874,0.745399876851821,0.625354606958339
"113",0.0884683931930922,0.299196049383609,0.763865919267759,0.688478503626771,0.222694409575546
"114",0.240447270581964,0.147926912955241,0.842863529926399,0.903101347475313,0.195742713642539
"115",0.119430942867184,0.660710561168613,0.363188795401482,0.664216422272613,0.426647108794888
"116",0.579367605928564,0.149330689132214,0.838998026543064,0.379178897386184,0.328706582819577
"117",0.205204747602111,0.54739830777375,0.527063760143472,0.430377134026494,0.637728347313125
"118",0.507230146260699,0.305104770026635,0.692484343798133,0.878818759601563,0.107828071878292
"119",0.409651243716478,0.448507135727676,0.654326031783596,0.326134219489293,0.315356434559915
"120",0.121233153246809,0.352972087307833,0.422306739872787,0.127598563676467,0.325061330137542
"121",0.834822834854247,0.191752406864194,0.675099480132805,0.641995688750176,0.342846963703865
"122",0.76539514640579,0.885008747907821,0.336355632786406,0.207041567634093,0.657388753423467
"123",0.192099252723856,0.449035370577592,0.26941880374006,0.440045579960337,0.424610634270357
"124",0.150762309514452,0.260787490775343,0.834709229660919,0.875579886214575,0.806736423358787
"125",0.471341601653723,0.362448706088122,0.743589786273194,0.278334939594148,0.666092637953581
"126",0.464505651751766,0.661157312146155,0.267381739723729,0.646344772701617,0.641498662191443
"127",0.801027281758608,0.851648700763937,0.779725861737272,0.718071791064693,0.33619872421748
"128",0.131026249352843,0.769554037056863,0.742823297598166,0.232168134066975,0.0795949646201916
"129",0.53444184150314,0.152946841467638,0.245673280289397,0.831772403947543,0.615331909852568
"130",0.511382822721032,0.391289454280632,0.235741116013844,0.198802228803048,0.156132874652278
"131",0.143967049912084,0.505141812723363,0.824073446688708,0.213915887525771,0.83363586043613
"132",0.134596414605388,0.770244804934366,0.6653882953024,0.682197405094514,0.0936349926765542
"133",0.745417960162275,0.497062246816233,0.372901615637587,0.287624091777252,0.489447733753826
"134",0.189465988693992,0.128490689307218,0.115537324462784,0.352493219887605,0.638220875898376
"135",0.576063643043395,0.324217058932642,0.495710635361495,0.36997783615021,0.3237730097475
"136",0.271169335418614,0.555854059559992,0.391477252816549,0.815930681355065,0.536856755940709
"137",0.487180361400591,0.230140765104443,0.896010355180362,0.0877527233632281,0.411347432621988
