"","V1","V2","V3","V4","V5","V6"
"1",0.430133929571975,0.631440575217782,0.140904524254939,0.190807743616728,0.661460524065886,0.536917079640785
"2",0.766570794273121,0.475016431096522,0.27938844961552,0.85039081632453,0.813797566124098,0.812669772453187
"3",0.639266758360155,0.774577661592048,0.433542058405373,0.549442271934496,0.62122806948456,0.863207555511547
"4",0.814069337923406,0.421633930065203,0.466571887376066,0.204574058429478,0.420255382116791,0.415135459052818
"5",0.593259272001917,0.790941881274991,0.522622738147806,0.334341686077416,0.129514446076611,0.465252933129016
"6",0.532183547875937,0.174311788330553,0.690284460669151,0.172620693869842,0.53358685677289,0.465571399657708
"7",0.212961434190674,0.743017935465369,0.492447179453168,0.405227975856513,0.564744030637294,0.697527161375759
"8",0.208876130446699,0.580092685520509,0.518355736729596,0.261901418983331,0.778052838613139,0.460063382821344
"9",0.812898350948049,0.288616031559557,0.357939748975076,0.171380540737696,0.476743869661959,0.51613267804957
"10",0.701316154112434,0.755732598790014,0.476446493021725,0.293280356006557,0.392658646856295,0.450376549340365
"11",0.754038289986039,0.214904337814776,0.455497739470052,0.148735105542839,0.747274293868989,0.473418742861832
"12",0.658224298438942,0.517010933393333,0.403423343380261,0.185426853010058,0.336046550528333,0.19149401314822
"13",0.742377008009283,0.396457751471037,0.407020044002309,0.714189537366014,0.308812198440684,0.843583112982754
"14",0.368828734027455,0.487182538180193,0.352168914020853,0.206231751187798,0.173665655020997,0.241566007100698
"15",0.579992175758257,0.294907191842236,0.74839425573973,0.566032334966259,0.515293032389274,0.881826634373795
"16",0.714147303077579,0.851397562994296,0.794792466646479,0.728298055079579,0.751012762418343,0.213524326234404
"17",0.852022627198277,0.641226772537269,0.739753978476301,0.382206223533303,0.527154422449321,0.152435784783727
"18",0.622293569213711,0.805840394057985,0.479016441309871,0.784696874423884,0.491586518284772,0.781760976793664
"19",0.534010411861911,0.194987964837346,0.840510777556757,0.53903854965209,0.282974036131194,0.429512010335829
"20",0.389728834574111,0.174188381159911,0.286433871158445,0.802374516564654,0.58271616223203,0.555565528800571
"21",0.815159666782757,0.673013101790333,0.642731566342572,0.260961793104652,0.490315840719966,0.399318707145238
"22",0.800413072370505,0.331911682336777,0.160265198862925,0.538699371332349,0.535638595248712,0.579025644974969
"23",0.239189613379026,0.790678661238868,0.157260874461383,0.255972149046371,0.158365401200298,0.697984457883611
"24",0.402787204519007,0.701840135148959,0.7258860873044,0.522993285728386,0.42178269304689,0.85200677543832
"25",0.741465282247402,0.588952123564668,0.134916999486927,0.658422490573255,0.37816512677907,0.14707815269623
"26",0.776895016591344,0.338114173422661,0.378015853958344,0.687060161877936,0.819212618509354,0.18531881225137
"27",0.666208915386768,0.796222885640617,0.583161912815785,0.833812511263555,0.857998249160778,0.203272803608235
"28",0.233232576531637,0.664498517690413,0.414766390514141,0.224192914546095,0.547364573207637,0.475904616187327
"29",0.232060248384718,0.431588767821621,0.252463773619058,0.732171038760338,0.176509027188318,0.420948909988767
"30",0.15229853747664,0.796400659632916,0.659874563576467,0.284236393592507,0.43665970255807,0.547128054333059
"31",0.269379592369916,0.382577941159997,0.308697104665497,0.76170090629519,0.5142169766529,0.287640809133044
"32",0.592780486382404,0.556371676746849,0.218048770823795,0.483825195647264,0.607813401111774,0.785128299932182
"33",0.483637564719049,0.183469124853006,0.783409015542455,0.166969014488067,0.15033904521754,0.726315096526872
"34",0.743097916027205,0.696347590058343,0.676055253245076,0.415494492604118,0.150880791465845,0.864307205602666
"35",0.748857320542913,0.378954301946471,0.864114166598814,0.813107779696165,0.483067640790576,0.75729469783376
"36",0.340699557009479,0.156264653128712,0.478369387157401,0.271367054741364,0.854867190205073,0.646375842500944
