3.479999999999999760e-01,2.270000000000000143e-02,3.597999999999999865e+00,1.071700000000000097e+00,7.845999999999999641e-01
2.837000000000000077e-01,2.390000000000000110e-02,2.054399999999999782e+00,9.597999999999999865e-01,7.667000000000000481e-01
3.259000000000000230e-01,2.100000000000000130e-02,2.339100000000000179e+00,1.137799999999999923e+00,7.159999999999999698e-01
2.127999999999999892e-01,2.460000000000000034e-02,4.459699999999999775e+00,1.149199999999999999e+00,7.858000000000000540e-01
2.919999999999999818e-01,2.429999999999999868e-02,4.620400000000000063e+00,8.500999999999999668e-01,7.943000000000000060e-01
2.736999999999999988e-01,2.050000000000000086e-02,4.451699999999999768e+00,1.084200000000000053e+00,6.989999999999999547e-01
3.004000000000000004e-01,2.400000000000000050e-02,2.455499999999999794e+00,8.661999999999999700e-01,7.866999999999999549e-01
3.398999999999999799e-01,1.980000000000000163e-02,2.304899999999999949e+00,8.155000000000000027e-01,7.082000000000000517e-01
3.158000000000000251e-01,2.479999999999999913e-02,4.684000000000000163e+00,1.167399999999999993e+00,7.890000000000000346e-01
3.019999999999999907e-01,2.359999999999999945e-02,2.322700000000000209e+00,1.004299999999999971e+00,7.401999999999999691e-01
3.412999999999999923e-01,2.350000000000000006e-02,2.908300000000000107e+00,1.046899999999999942e+00,6.637999999999999456e-01
1.804999999999999938e-01,2.239999999999999977e-02,3.401199999999999779e+00,7.774999999999999689e-01,7.597000000000000419e-01
2.096999999999999975e-01,2.160000000000000114e-02,2.722799999999999887e+00,8.264000000000000234e-01,7.743999999999999773e-01
1.852999999999999925e-01,2.350000000000000006e-02,3.337099999999999955e+00,1.057700000000000085e+00,6.824000000000000066e-01
1.574000000000000121e-01,2.189999999999999933e-02,3.406099999999999905e+00,1.189999999999999947e+00,7.301999999999999602e-01
1.988000000000000045e-01,2.019999999999999921e-02,3.883799999999999919e+00,9.160000000000000364e-01,6.785999999999999810e-01
2.684000000000000274e-01,2.469999999999999973e-02,2.807199999999999918e+00,1.178800000000000070e+00,7.453999999999999515e-01
1.160000000000000059e-01,2.409999999999999989e-02,4.256499999999999950e+00,1.187000000000000055e+00,6.854999999999999982e-01
9.840000000000000135e-02,2.160000000000000114e-02,3.577199999999999935e+00,1.190299999999999914e+00,6.906999999999999806e-01
2.886000000000000232e-01,2.380000000000000171e-02,4.530100000000000016e+00,9.465000000000000080e-01,6.924000000000000155e-01
1.932999999999999996e-01,2.249999999999999917e-02,2.134399999999999853e+00,9.358999999999999542e-01,6.729000000000000536e-01
1.103999999999999981e-01,2.380000000000000171e-02,2.663699999999999957e+00,8.087999999999999634e-01,7.954999999999999849e-01
2.621999999999999886e-01,2.060000000000000026e-02,3.019400000000000084e+00,8.250999999999999446e-01,7.673999999999999710e-01
3.078000000000000180e-01,2.079999999999999905e-02,2.625000000000000000e+00,8.972999999999999865e-01,6.894000000000000128e-01
3.311000000000000054e-01,2.040000000000000147e-02,2.967200000000000060e+00,9.746000000000000218e-01,7.292999999999999483e-01
1.789999999999999925e-01,2.060000000000000026e-02,4.059000000000000163e+00,1.213200000000000056e+00,7.459000000000000075e-01
3.111999999999999766e-01,2.359999999999999945e-02,2.858200000000000074e+00,1.175200000000000022e+00,7.822000000000000064e-01
1.841000000000000136e-01,2.040000000000000147e-02,4.359899999999999665e+00,8.325000000000000178e-01,7.088999999999999746e-01
1.897999999999999965e-01,2.400000000000000050e-02,3.917600000000000193e+00,9.263000000000000123e-01,7.719000000000000306e-01
1.953999999999999904e-01,2.110000000000000070e-02,3.232699999999999907e+00,7.606000000000000538e-01,7.500999999999999890e-01
2.101999999999999980e-01,2.259999999999999856e-02,3.949100000000000055e+00,1.173699999999999966e+00,7.086000000000000076e-01
1.703000000000000069e-01,2.000000000000000042e-02,4.180900000000000283e+00,8.884999999999999565e-01,7.443999999999999506e-01
2.801000000000000156e-01,2.479999999999999913e-02,2.230999999999999872e+00,9.336999999999999744e-01,7.841000000000000192e-01
2.424000000000000044e-01,2.510000000000000078e-02,3.597100000000000186e+00,8.345000000000000195e-01,7.752999999999999892e-01
1.688000000000000056e-01,2.440000000000000155e-02,3.789200000000000124e+00,8.528000000000000025e-01,7.181999999999999496e-01
2.564000000000000168e-01,2.359999999999999945e-02,3.569199999999999928e+00,1.197899999999999965e+00,7.007999999999999785e-01
3.595999999999999752e-01,2.029999999999999860e-02,3.571099999999999941e+00,1.214599999999999902e+00,7.985999999999999766e-01
3.065999999999999837e-01,2.149999999999999828e-02,2.202799999999999869e+00,1.183999999999999941e+00,7.556000000000000494e-01
3.447000000000000064e-01,2.079999999999999905e-02,4.157199999999999562e+00,8.094000000000000083e-01,6.706999999999999629e-01
2.144000000000000072e-01,2.309999999999999901e-02,3.840100000000000069e+00,1.032299999999999995e+00,7.509000000000000119e-01
2.225000000000000033e-01,2.259999999999999856e-02,3.297899999999999832e+00,9.786000000000000254e-01,7.979000000000000536e-01
2.913999999999999924e-01,2.479999999999999913e-02,2.958600000000000119e+00,8.144000000000000128e-01,6.873000000000000220e-01
3.352999999999999869e-01,2.029999999999999860e-02,2.045500000000000096e+00,8.981999999999999984e-01,7.462999999999999634e-01
1.491999999999999993e-01,2.040000000000000147e-02,3.897899999999999920e+00,1.082699999999999996e+00,6.820000000000000506e-01
2.157999999999999918e-01,2.100000000000000130e-02,4.347000000000000419e+00,1.125099999999999989e+00,7.573999999999999622e-01
2.993999999999999995e-01,2.270000000000000143e-02,3.342400000000000038e+00,9.730999999999999650e-01,7.131999999999999451e-01
2.318999999999999950e-01,2.340000000000000066e-02,2.325400000000000134e+00,7.580000000000000071e-01,7.174000000000000377e-01
1.068999999999999950e-01,2.280000000000000082e-02,3.207399999999999807e+00,8.187999999999999723e-01,6.780000000000000471e-01
3.054000000000000048e-01,2.520000000000000018e-02,2.860700000000000021e+00,1.064599999999999991e+00,6.741000000000000325e-01
1.565999999999999892e-01,2.450000000000000094e-02,4.713899999999999757e+00,8.997000000000000552e-01,7.802999999999999936e-01
2.477999999999999925e-01,2.409999999999999989e-02,4.026799999999999713e+00,1.049800000000000066e+00,7.106000000000000094e-01
3.487999999999999989e-01,2.479999999999999913e-02,2.169999999999999929e+00,1.068200000000000038e+00,6.858999999999999542e-01
2.411000000000000087e-01,2.239999999999999977e-02,4.411500000000000199e+00,9.878000000000000114e-01,6.687999999999999501e-01
3.144000000000000128e-01,2.500000000000000139e-02,2.116400000000000059e+00,9.203999999999999959e-01,7.018999999999999684e-01
1.189999999999999947e-01,2.239999999999999977e-02,4.593099999999999739e+00,1.071299999999999919e+00,7.184000000000000385e-01
3.620999999999999774e-01,2.359999999999999945e-02,2.416900000000000048e+00,9.306999999999999718e-01,7.213000000000000522e-01
