"","V1","V2","V3","V4","V5","V6","V7"
"1",0.77018214250743,0.26798519358554,0.201605775079835,0.658917009525263,0.28903019983921,0.756115393430955,0.660611517846381
"2",0.823957133661461,0.519892700209602,0.302349369090924,0.178312856872362,0.800843459879892,0.3744557835054,0.818784392468486
"3",0.490883490023116,0.432278911445173,0.357392844272952,0.709787109854456,0.588823503565945,0.356665860713809,0.609224526228587
"4",0.294779916080908,0.555266247237421,0.448035253977345,0.37733040896125,0.174237967482681,0.211832866702636,0.493706724892108
"5",0.369309573789593,0.33113453160596,0.775280239937565,0.692092892540968,0.214342446413386,0.265215977168351,0.539681440162822
"6",0.522406446010544,0.407514205589949,0.203065987456503,0.247941903294122,0.825009486586787,0.426503250710521,0.688669209193264
"7",0.768928426689759,0.494828941970831,0.509051494317042,0.52412899441208,0.244607499069069,0.232986566415697,0.82069032687138
"8",0.586036166815291,0.346819506652944,0.734998051419039,0.452848250366835,0.701645535838907,0.789701015144441,0.2534145130697
"9",0.463197687639564,0.740905538886727,0.296789001859812,0.781272083308431,0.796931931278261,0.315606838357897,0.561563166683685
"10",0.440649821405503,0.225608863451664,0.744323471858515,0.203853666324925,0.51674165093794,0.369019730977161,0.251079240240098
"11",0.186666200208361,0.487116016358748,0.292203872704122,0.699585551135475,0.68048915371974,0.457941565701243,0.83161126291682
"12",0.336275999264966,0.758459957373416,0.742038187822181,0.462701960055128,0.326210790847399,0.251694526529231,0.762930800421891
"13",0.169529239892989,0.534273936810467,0.494047366113838,0.307219083023752,0.233961553065514,0.340774576289725,0.7210391281583
"14",0.757574422157864,0.490884632374829,0.791160476020712,0.787560802074469,0.633291749410564,0.194419085806701,0.193929577964998
"15",0.44176534524755,0.286106228258228,0.512689568002534,0.326856532013393,0.731712082270911,0.729475284934393,0.813491457252181
"16",0.258094346474158,0.75289349026233,0.458054174656136,0.29007902986923,0.191953811963322,0.562491543156619,0.797627570912591
"17",0.497289472454664,0.306958359661396,0.818575545502768,0.730489009232231,0.72404591976013,0.189023584402399,0.72729064302094
"18",0.661349738816556,0.402538509869075,0.298216101716185,0.233315752842667,0.810745528128027,0.581545685251593,0.478433633670153
"19",0.683600041238504,0.828207890448859,0.51585963715511,0.190428567311756,0.317238294990471,0.230564540936874,0.732675932059065
"20",0.277012514555885,0.381382896306866,0.688841478677787,0.830859725478629,0.39096477699434,0.695720313737722,0.694727908685163
"21",0.661110936622223,0.771572085684922,0.727490270249866,0.45351052800761,0.79831403901329,0.674171654923324,0.200754380758095
"22",0.6140652601498,0.303770058759867,0.694058820108854,0.394842541691294,0.289872819423763,0.82359445252872,0.40567346605935
"23",0.722873294119432,0.41140750799395,0.312103540397162,0.176973750063975,0.777225003927306,0.296505361894117,0.557969109448866
"24",0.415659612008254,0.670408804323641,0.466217327761959,0.214014459744998,0.540659959819372,0.470840010853746,0.297533790343819
"25",0.207878816705546,0.746398276923399,0.793492156673921,0.245691867897316,0.449527651090757,0.532464049889095,0.275216462008451
"26",0.519789163640817,0.44324703841249,0.704082937732659,0.211211573984066,0.577521420444478,0.586184691828064,0.490434918152838
"27",0.404498246219737,0.405453381644824,0.733379394819116,0.49803395890203,0.742033529531502,0.225273772430693,0.252691429862665
"28",0.149450345949328,0.20166860384529,0.627853527684812,0.50985330447444,0.787260199787095,0.187420871353883,0.487788246240641
"29",0.332509956693451,0.816248140642798,0.26888903257894,0.180753396868648,0.585093998749449,0.42162152318834,0.644657967479288
"30",0.711064417796733,0.673568493649596,0.505900016888074,0.732903050159162,0.152998718010465,0.395282945533341,0.18088103866126
"31",0.457033059969719,0.725309410570539,0.626714217486704,0.758121175855107,0.814206816504593,0.297573173314071,0.293971685446944
"32",0.354250478575792,0.196500049490802,0.16974801875258,0.674691874685494,0.215392292309232,0.379302101339534,0.280271781139862
"33",0.690777216759685,0.452581377998198,0.283327556060714,0.796849051431258,0.409281836816575,0.213153094671026,0.468473200883716
"34",0.374617132883228,0.788347580174537,0.812703314577462,0.37597366436047,0.262266004417412,0.80904310150267,0.535116511661996
"35",0.278105930011428,0.337644205027929,0.493855339959176,0.804269997434545,0.758104291717173,0.833491027767945,0.235194043826836
"36",0.782636854205688,0.439632985729928,0.823518711174605,0.28441130019995,0.325411228148412,0.506404386347684,0.680711562906421
"37",0.336557856944331,0.570766709689167,0.202865057189018,0.171952046372811,0.380831415986293,0.612913324318128,0.858723262849002
