,x1,x2,x3,x4,x5,x6,x7,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39
0,0.17506027,0.02052822,3.8236246,1.2491837,0.6743808,0.4578783,2.3305545,8.089149,8.386644,8.67521,8.979474,9.260048,9.53645,9.8100815,10.080353,10.332669,10.573696,10.799546,10.998834,11.182698,11.324508,11.418235,11.478632,11.461776,11.3966255,11.292476,11.232448,11.120981,10.882489,10.702631,10.473713,10.246747,10.001548,9.768366,9.576113,9.35236,9.206812,8.975149,8.72019,8.469621,8.1025505,7.746512,7.289568,6.9704194,6.480709,5.99202,5.601522
1,0.24720414,0.02378007,3.8070438,0.741119,0.6568918,0.4406704,2.2492363,9.938947,10.110236,10.28592,10.464796,10.627271,10.790005,10.952967,11.11333,11.262473,11.402297,11.529487,11.636615,11.730574,11.804776,11.81733,11.822753,11.776696,11.667502,11.5190525,11.350632,11.206093,10.984071,10.703845,10.487141,10.178542,9.92314,9.694283,9.467255,9.263751,9.049176,8.791714,8.495873,8.146187,7.78732,7.3963857,6.916594,6.502779,6.0009356,5.490419,4.934319
2,0.13537602,0.0218471,2.606946,1.0938394,0.7692234,0.7981544,3.0031374,7.7681155,8.029217,8.294842,8.544156,8.786864,9.023617,9.255453,9.481682,9.687538,9.87722,10.036931,10.170911,10.270017,10.327774,10.325606,10.270396,10.120993,9.924502,9.7536,9.578368,9.345137,8.967827,8.746161,8.395273,8.10244,7.7615776,7.405007,7.1318893,6.8128653,6.5391345,6.292402,6.0204506,5.9154944,5.665963,5.3953757,5.102692,4.7564955,4.4636974,4.0487633,3.6816866
3,0.38169652,0.023119899,4.3682566,0.8292217,0.8046532,0.42577443,3.0695233,9.300489,9.501713,9.702475,9.8862,10.077622,10.279331,10.464873,10.654593,10.823474,11.005946,11.162886,11.323656,11.457229,11.578979,11.668975,11.75791,11.803882,11.791287,11.753913,11.686879,11.614365,11.482417,11.315116,11.08107,10.851849,10.672034,10.41857,10.270298,10.078009,9.938731,9.734627,9.520894,9.306242,8.914699,8.552534,8.039227,7.673254,7.1897507,6.7262354,6.25379
4,0.2016735,0.021311745,4.9319763,1.0707315,0.7999004,0.8868615,2.6292543,9.639097,9.896976,10.162434,10.394104,10.648046,10.891594,11.122366,11.363855,11.580457,11.788393,11.968304,12.137413,12.276125,12.3862,12.446667,12.482696,12.432344,12.342246,12.227019,12.105188,11.995628,11.753227,11.573457,11.321265,11.099101,10.907427,10.716803,10.600577,10.4681225,10.295966,10.1185055,9.829048,9.548535,9.142149,8.712565,8.235265,7.8333883,7.3402166,6.816912,6.374747
5,0.07464982,0.019875197,2.8194902,0.75271523,0.6753977,0.36100778,2.082698,10.465429,10.617601,10.794803,10.944983,11.096453,11.217862,11.3515005,11.466558,11.545893,11.606201,11.628043,11.617686,11.5609,11.447914,11.221328,10.952974,10.570641,10.160345,9.891479,9.642853,9.109414,8.689941,8.297623,7.896841,7.404212,6.939697,6.5680666,6.1152096,5.7710714,5.42053,5.0967875,4.7218084,4.4147387,4.0806103,3.6751108,3.3021839,2.9193816,2.3299794,2.0056791,1.4059153
6,0.193446,0.022318281,2.8391867,0.74182975,0.80005,0.42057133,2.9578369,9.144101,9.320019,9.508705,9.66216,9.82324,10.00357,10.155761,10.303272,10.439921,10.574556,10.686467,10.778455,10.851092,10.891971,10.8770685,10.846059,10.7371855,10.555403,10.368949,10.174291,9.9671755,9.646384,9.354753,9.060029,8.741447,8.395855,8.104603,7.830521,7.5544167,7.3137145,7.064303,6.8752666,6.670477,6.396748,6.092151,5.729321,5.3473597,4.9247417,4.466847,4.0584264
7,0.10580861,0.022227133,2.607326,1.209761,0.7906358,0.3995483,2.3841183,7.560214,7.8338547,8.13497,8.408028,8.661919,8.919937,9.15808,9.401968,9.6161995,9.80912,9.977701,10.11893,10.220469,10.276507,10.252035,10.171872,9.989656,9.7675705,9.61412,9.486986,9.190201,8.833398,8.602449,8.257758,7.961912,7.5992146,7.2710714,6.9600015,6.6502004,6.4133024,6.1143746,5.893217,5.73081,5.4447575,5.1638336,4.885775,4.527579,4.202127,3.8515363,3.4737601
8,0.14669953,0.023070399,3.8792446,0.8028003,0.7887452,0.65150326,2.5479224,10.263737,10.451182,10.652311,10.825146,10.990605,11.179232,11.335972,11.4986105,11.6320915,11.760149,11.862383,11.936705,11.982676,11.993404,11.934109,11.845738,11.645828,11.395944,11.171049,10.953474,10.7339525,10.357131,10.094479,9.760647,9.476213,9.172083,8.936154,8.711445,8.514132,8.330718,8.111899,7.8289003,7.592588,7.279324,6.8731866,6.4782104,6.0697627,5.599073,5.1145253,4.649567
9,0.358866,0.024844728,3.893283,1.1191858,0.70281917,0.13872708,2.528441,7.7052884,7.968239,8.225175,8.490729,8.757866,9.010082,9.266673,9.521284,9.769984,10.000818,10.236882,10.456795,10.668453,10.861877,11.017691,11.166675,11.267512,11.359427,11.377689,11.362968,11.321634,11.267146,11.113764,10.98296,10.761874,10.597483,10.321902,10.097307,9.896295,9.713027,9.455625,9.25201,8.970202,8.59738,8.256103,7.7831335,7.4276586,6.921165,6.494005,6.06305
10,0.2552158,0.024923157,2.6774318,0.9803294,0.6720254,0.7264604,2.2172081,7.6129575,7.8526673,8.07665,8.316701,8.535464,8.760201,8.985229,9.196692,9.4072695,9.604574,9.793522,9.961616,10.113696,10.253414,10.329915,10.376036,10.389148,10.3487425,10.24171,10.124595,9.999314,9.827007,9.567367,9.382786,9.093196,8.8245,8.541122,8.267202,8.026471,7.7959814,7.543554,7.305001,7.0476108,6.7617717,6.4257207,6.0307636,5.6555276,5.231406,4.824491,4.318527
11,0.20913899,0.01933665,2.1478188,1.0328609,0.7323568,0.35951075,2.646046,7.1058125,7.3427205,7.596679,7.839365,8.070308,8.3023815,8.522581,8.753337,8.964903,9.167231,9.355278,9.523265,9.672553,9.787952,9.866966,9.919038,9.904891,9.813874,9.734551,9.618071,9.47935,9.235979,9.031815,8.776652,8.512232,8.197384,7.9116516,7.6328697,7.3293056,7.110033,6.8818407,6.640133,6.4273863,6.1866627,5.919932,5.5721207,5.269179,4.866889,4.5277476,4.073541
12,0.23184912,0.02244874,2.2175686,1.2093154,0.7330272,0.19631553,2.9099252,6.207648,6.4872227,6.7845364,7.0659695,7.341675,7.609874,7.877514,8.154051,8.408718,8.657176,8.89705,9.117473,9.31928,9.500129,9.63414,9.740253,9.799213,9.776875,9.748066,9.685341,9.613311,9.456222,9.267573,9.089102,8.846025,8.612185,8.323837,8.050149,7.8221498,7.602935,7.3412905,7.155437,6.962413,6.7192984,6.413226,6.088982,5.8255324,5.468356,5.0219107,4.618117
13,0.28191343,0.024392188,3.4670768,1.2610875,0.80260444,0.46823287,2.0785055,6.8465357,7.144337,7.4490027,7.7393117,8.018559,8.331396,8.607828,8.890142,9.175105,9.428918,9.69052,9.93276,10.154305,10.365729,10.53063,10.658374,10.764182,10.801727,10.812606,10.78441,10.724051,10.672525,10.479597,10.37674,10.121172,9.936194,9.689908,9.482019,9.249018,9.068649,8.869073,8.642203,8.41381,8.073214,7.738703,7.3262143,6.952624,6.4978933,6.0450587,5.573432
14,0.30910566,0.023754831,3.192958,0.8009108,0.7808146,0.48653582,2.3077245,8.596178,8.781835,8.985289,9.159901,9.343642,9.532189,9.705856,9.882394,10.048308,10.20855,10.361384,10.499874,10.62028,10.722273,10.781565,10.827089,10.816479,10.769159,10.682543,10.5649605,10.43028,10.280539,10.023105,9.839964,9.522746,9.26556,9.007797,8.759795,8.514102,8.314032,8.072586,7.822818,7.5836654,7.262844,6.9045854,6.4946494,6.0944147,5.6544347,5.1650867,4.6892557
15,0.35259572,0.019145567,4.359855,0.7623429,0.7101002,0.91085213,2.1478808,9.8267145,10.002068,10.182126,10.358409,10.544052,10.717234,10.873486,11.053968,11.220529,11.372152,11.512782,11.646205,11.7641115,11.87722,11.918711,11.9700575,11.986027,11.934385,11.862503,11.7694235,11.628418,11.512856,11.289803,11.080505,10.821688,10.576084,10.3173065,10.170744,9.943205,9.735398,9.516232,9.193308,8.836484,8.4745245,8.00863,7.4739337,7.036995,6.5182533,6.010053,5.4927163
16,0.07908963,0.019035984,4.9118986,0.92076474,0.69794804,0.030670932,2.4870348,11.738739,11.92604,12.151147,12.350188,12.50754,12.693062,12.858923,13.013431,13.153278,13.269651,13.339053,13.386147,13.388521,13.333704,13.165312,12.98194,12.670594,12.30532,12.152335,11.958731,11.531782,11.248864,10.992501,10.783812,10.485064,10.271327,10.105272,9.962695,9.758542,9.554043,9.257298,8.997247,8.605936,8.114073,7.7965326,7.2588916,6.798602,6.268418,5.7093987,5.199072
17,0.09392838,0.023220686,4.7687335,1.046055,0.75496083,0.775995,2.7449288,10.595629,10.845012,11.092661,11.317757,11.546305,11.765248,11.972213,12.169737,12.338828,12.484823,12.591621,12.666777,12.70349,12.67619,12.577818,12.39315,12.083141,11.770287,11.527017,11.364786,11.048149,10.646599,10.465547,10.104618,9.831353,9.627014,9.394778,9.221992,9.083691,8.887476,8.673829,8.380024,8.119455,7.7824206,7.405182,6.9686937,6.570879,6.1599035,5.5910783,5.2109995
18,0.2400587,0.022678716,4.2604117,0.9685031,0.79384834,0.8261783,2.2681007,9.207985,9.434357,9.677513,9.894385,10.115013,10.3409815,10.547608,10.768673,10.97043,11.1614,11.338183,11.499537,11.635733,11.755326,11.816846,11.861947,11.83549,11.757767,11.663124,11.534258,11.426291,11.227632,10.988466,10.779474,10.507647,10.2641535,10.068029,9.891373,9.722933,9.550413,9.358602,9.043439,8.762408,8.410452,7.965893,7.4971366,7.111889,6.6475906,6.114328,5.674089
19,0.10081239,0.025479015,4.2102103,0.95212543,0.6634618,0.79510677,3.0489488,10.486124,10.71688,10.924584,11.146621,11.34452,11.550411,11.737017,11.915003,12.078611,12.20386,12.303401,12.370811,12.393578,12.3617525,12.277674,12.079266,11.788463,11.460784,11.175198,11.008404,10.696708,10.2576685,10.049194,9.6309395,9.341168,9.08554,8.843989,8.595198,8.420969,8.201462,7.9890757,7.741685,7.4516068,7.126147,6.7806973,6.35835,5.94991,5.5584846,5.025768,4.575727
20,0.07986614,0.02101158,2.9240105,0.729977,0.81150454,0.7600797,2.7450173,10.330509,10.499041,10.679214,10.816426,10.959483,11.117395,11.241518,11.3433695,11.431221,11.489279,11.511667,11.491314,11.428304,11.307644,11.088014,10.814314,10.405197,9.973524,9.690297,9.4018345,8.876548,8.376495,8.014188,7.518962,7.0305142,6.5554614,6.110834,5.697996,5.231454,4.8564434,4.432619,4.050771,3.729065,3.3545582,2.903023,2.3808107,1.9285007,1.4081078,1.0125012,0.41018438
21,0.33405632,0.022862064,1.8502785,1.2881136,0.6572689,0.47446564,2.4034553,5.0270042,5.3316135,5.647644,5.9445915,6.2425413,6.534819,6.840341,7.128048,7.4165606,7.6886735,7.966359,8.218657,8.462245,8.704275,8.89177,9.034861,9.166624,9.244675,9.304115,9.31895,9.2757435,9.267063,9.108435,9.021732,8.800601,8.643415,8.393447,8.114206,7.889715,7.68604,7.3707795,7.1659946,6.961845,6.703421,6.397667,6.0120378,5.790056,5.37117,4.9598913,4.5390596
22,0.31549817,0.022286369,4.532791,1.2338405,0.7074524,0.015829574,2.5461376,8.021198,8.314274,8.601179,8.891087,9.176359,9.4605,9.735728,10.018172,10.288586,10.542183,10.794512,11.036565,11.267561,11.472786,11.644358,11.808907,11.921519,11.995571,12.036243,12.031986,11.983526,11.932405,11.770341,11.666436,11.440259,11.276834,11.00914,10.82206,10.620541,10.470156,10.228358,10.017324,9.753694,9.288492,8.969617,8.4515,8.066025,7.543185,7.0629425,6.6360793
23,0.23943526,0.022852069,1.829858,0.9566586,0.70772505,0.01940643,3.0955703,6.9873514,7.2023726,7.429397,7.6581936,7.876696,8.079542,8.293231,8.512188,8.710758,8.90117,9.084962,9.244583,9.397241,9.528255,9.602434,9.653198,9.679678,9.605861,9.514356,9.410508,9.2892275,9.074178,8.84109,8.600334,8.3129635,8.044153,7.7247076,7.4121766,7.147742,6.852171,6.599628,6.3525696,6.1366386,5.9354243,5.661844,5.3701777,5.044149,4.682872,4.2328215,3.8189726
24,0.13598959,0.022798134,4.4642773,1.0497965,0.7198211,0.6674398,2.8465562,9.889502,10.142496,10.388666,10.625037,10.859131,11.08785,11.306397,11.522658,11.717199,11.894325,12.0427685,12.166512,12.260015,12.305863,12.298235,12.235085,12.0710335,11.876032,11.678586,11.535019,11.336052,10.992512,10.807684,10.492349,10.245926,10.024808,9.805805,9.6548195,9.491791,9.310576,9.10068,8.828586,8.551486,8.20509,7.83454,7.3751397,7.0029316,6.545786,6.000197,5.5766773
25,0.3022834,0.024629552,4.683491,0.8249111,0.7962351,0.94052655,3.0106516,9.9575815,10.158056,10.360116,10.543554,10.721978,10.927264,11.108943,11.300122,11.463859,11.63575,11.782188,11.926415,12.027894,12.127708,12.187429,12.239405,12.199255,12.14433,12.055684,11.93248,11.824734,11.622681,11.391933,11.15821,10.9071455,10.730874,10.528432,10.39513,10.243158,10.106787,9.891428,9.622639,9.402353,9.023848,8.545467,8.067702,7.6836147,7.204897,6.750905,6.195332
26,0.26424184,0.023431724,3.7902746,0.75422674,0.74676716,0.5007372,2.828951,9.655387,9.836415,10.01926,10.188227,10.353803,10.536816,10.699095,10.863834,11.010357,11.15991,11.292282,11.41011,11.506235,11.583933,11.611593,11.635098,11.579157,11.482888,11.361253,11.207014,11.0623255,10.854819,10.585828,10.35988,10.062507,9.812631,9.582255,9.381055,9.195667,9.013412,8.785568,8.537291,8.253037,7.91595,7.5456924,7.1109633,6.7072506,6.231292,5.7131743,5.246028
27,0.33192676,0.02409183,1.8301506,1.2259382,0.6596736,0.5995652,2.0619755,5.2831326,5.5845647,5.8743753,6.162524,6.4416327,6.7274923,7.0201406,7.285984,7.5618353,7.8243856,8.083951,8.3203125,8.551384,8.782127,8.9475155,9.070605,9.193486,9.255297,9.292333,9.279639,9.21255,9.201264,9.013769,8.921434,8.676132,8.496609,8.237782,7.9775677,7.7140145,7.4963455,7.1858883,6.988294,6.735952,6.5057797,6.1905627,5.7894344,5.5380516,5.0585723,4.706387,4.2891417
