3.218619284525262025e-01,2.087589635509877820e-02,2.365299057763455615e+00,1.095350205715157621e+00,6.920254359710578118e-01,7.585542394966454660e-01,2.746491015166410143e+00
3.401454254448967318e-01,2.263924890146721408e-02,2.697752918000049238e+00,8.069877141234171880e-01,7.841518227783805806e-01,3.807112256703459874e-01,2.925226363489389136e+00
2.269003866078594389e-01,2.202595238011621076e-02,2.879396386100741445e+00,1.125872265912673642e+00,7.459882306418701425e-01,3.630992021066709041e-01,2.688423714638303430e+00
1.602251714675086980e-01,2.288686373066194796e-02,3.178516338125238150e+00,9.263982453767498626e-01,6.713628341468825811e-01,2.197145380356096689e-01,2.557888599128081974e+00
1.855652550884616392e-01,2.131794172124171910e-02,4.258424791793964381e+00,1.115255735524580682e+00,6.785816403544094877e-01,2.725638173966674627e-01,2.609840027383989014e+00
2.376181916435849695e-01,2.185259943912964270e-02,2.370117758606459901e+00,8.487651419764731253e-01,7.885017075856216584e-01,4.322382182034157916e-01,2.778196206388388489e+00
3.214356650745180954e-01,2.246380259379581606e-02,3.379869931246238579e+00,1.014477396647248009e+00,6.840293498324324650e-01,2.406567007515400536e-01,2.927380069364659221e+00
2.592522967171989601e-01,2.142773654657060753e-02,4.125493569682828543e+00,9.717089502201009532e-01,7.662961964510033308e-01,7.918040049929966351e-01,2.286358399768761096e+00
2.174872137974517561e-01,2.418633877220708814e-02,2.679403706137379437e+00,1.168763249985058650e+00,7.834477476300869547e-01,3.224507699743180411e-01,2.634566378352563909e+00
2.098209392778710436e-01,2.057926204416164750e-02,4.156267457133099086e+00,8.223121997949549566e-01,7.330134971688292422e-01,3.753295336673894145e-01,2.283719541471310510e+00
1.234665080708427370e-01,2.240981211451123500e-02,2.664272779923602563e+00,1.119751330681284962e+00,7.624880476695532483e-01,4.633621500442305918e-01,2.939720727096006403e+00
1.743338397500884263e-01,2.430921970161391277e-02,4.148726019813197219e+00,9.776211760330767442e-01,6.987179423525318178e-01,2.591775812639386944e-01,2.862111804476736854e+00
1.176399415636162626e-01,2.273991755767326706e-02,3.330356308175665525e+00,8.843314498142511582e-01,6.821130795517925671e-01,3.473668305268277634e-01,2.814774214818879017e+00
3.175753035336737473e-01,2.243619242662380289e-02,4.310829570868349947e+00,1.172536481244681461e+00,7.539925148939015109e-01,2.024748949486339933e-01,2.219140423100447901e+00
2.102002173841670263e-01,2.100274359780759589e-02,3.391875574408361960e+00,8.961139192080357363e-01,7.717081748087639692e-01,7.321805320850490739e-01,2.919245346694964383e+00
1.477520778012137437e-01,2.427025443183630782e-02,3.211578776365248800e+00,8.740474179215379502e-01,6.745516861533980002e-01,5.668666277250528074e-01,2.901319155131227845e+00
2.290784206345857776e-01,2.114870851762977108e-02,4.401299300159133843e+00,1.138293405539338554e+00,7.703282655568234327e-01,1.971333485583750267e-01,2.821838426613662243e+00
2.848589111976290722e-01,2.181776956908352411e-02,2.684113135663410254e+00,8.399894517056001320e-01,7.859341950630448492e-01,5.857302283990770686e-01,2.540630006047273071e+00
2.924240140210914163e-01,2.479745523314201214e-02,3.402336802611862776e+00,8.142571403870535462e-01,6.971028930982847704e-01,2.382588955275052878e-01,2.827923803226743527e+00
1.541842549490008984e-01,2.166968027414806208e-02,3.973176879636697301e+00,1.198515835287177200e+00,7.103736598589811546e-01,6.987631106003447945e-01,2.785042536814234193e+00
2.847777184515558613e-01,2.440100459979445413e-02,4.100717891824557704e+00,9.721063168045659397e-01,7.836965270223922309e-01,6.774299383740907121e-01,2.226852450256647131e+00
2.687821884509320469e-01,2.112639041131906745e-02,3.990394106359217652e+00,9.369055250147764191e-01,6.921771074962773662e-01,8.253585080034328003e-01,2.458411016647065406e+00
3.057769200006069110e-01,2.187985255595764969e-02,2.729941683310634470e+00,8.061842500383848975e-01,7.799005007069150786e-01,3.035403082751758630e-01,2.630505093677218298e+00
2.013242680828063735e-01,2.369286163026548819e-02,3.238517181614464668e+00,8.284086758469987322e-01,7.373187927674869080e-01,4.761316107452085444e-01,2.336213183088515333e+00
1.306787976798856610e-01,2.422478793846379388e-02,4.318524117023939013e+00,8.474151207383895379e-01,7.209149771963362374e-01,5.371394093902041034e-01,2.310994602069549764e+00
2.367283156378777731e-01,2.210272926888743120e-02,4.023473694517774035e+00,8.267269443904395887e-01,7.439538556800060487e-01,5.903228449097833730e-01,2.554191457512707153e+00
1.975294037147105886e-01,2.183817367151376712e-02,4.120152002903082256e+00,9.988203753412179253e-01,7.735660353156703639e-01,2.330210347063860765e-01,2.285541315744811453e+00
1.108131176227715176e-01,2.041168022691702832e-02,3.771916641359879030e+00,1.005911982684663863e+00,7.817068359616771156e-01,1.955466626403441766e-01,2.551200718251924293e+00
1.730533852757733526e-01,2.471373698449958606e-02,2.587333807510501682e+00,8.084520381211887097e-01,7.453169197749007768e-01,4.274053079564565927e-01,2.728463503251595590e+00
3.017619020508892635e-01,2.371497945554717351e-02,3.369470055730643843e+00,1.139741830095497122e+00,6.675397692418837403e-01,4.013301160780075594e-01,2.204395573687223830e+00
2.153912403897044747e-01,2.407716587399377078e-02,3.768156917706122933e+00,1.154872705513064091e+00,7.865572269708267505e-01,3.045974415809303282e-01,2.332188004555046490e+00
1.804451627157692695e-01,2.037550034643561409e-02,2.260168461883513835e+00,1.104815124811296290e+00,6.787706126156617392e-01,3.855090803261386756e-01,2.316707112688043857e+00
2.948642536982928886e-01,2.216806964598738716e-02,2.634980935000356350e+00,1.178109430858754747e+00,7.136707306269834961e-01,2.210215637243157505e-01,2.529374716998598949e+00
1.873698251802975168e-01,2.451843306122175950e-02,4.381920938105624330e+00,9.255841986162819390e-01,6.872078807951341739e-01,8.109526704876433012e-01,2.604681658178055415e+00
1.545560162038855379e-01,2.136350943519550391e-02,3.329722621865280452e+00,1.182561998460726960e+00,7.764587725090911219e-01,8.351561174902656370e-01,2.265769269524324780e+00
3.260965304299339174e-01,2.207743090010949594e-02,4.417611746876196399e+00,8.706467801199699874e-01,6.985740210667141792e-01,5.113403424842072331e-01,2.769204066084255622e+00
1.744296713610725413e-01,2.299536696782416775e-02,2.369454688723759084e+00,8.031712278236865510e-01,7.085496548775327419e-01,6.167841910749466416e-01,2.970357287019372183e+00
